CURSO,COD_RUCT,TITULACION,CENTRO,autoeficacia_3_anos,año,nivel_autoeficacia
2021-22,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.67,2021,Alta
2021-22,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,7.07,2021,Muy alta
2021-22,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,6.29,2021,Muy alta
2021-22,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,3.87,2021,Media
2021-22,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,3.06,2021,Baja
2021-22,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.67,2021,Muy alta
2021-22,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.21,2021,Alta
2021-22,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,9.41,2021,Muy alta
2021-22,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,7.5,2021,Muy alta
2021-22,4311610,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA ANIMAL Y BIOTECNOLOGÍA DE LA REPRODUCCIÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.24,2021,Media
2021-22,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,2.88,2021,Baja
2021-22,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.47,2021,Muy alta
2021-22,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,4.0,2021,Media
2021-22,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,2.46,2021,Baja
2021-22,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",5.14,2021,Alta
2021-22,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,5.63,2021,Muy alta
2021-22,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,4.69,2021,Alta
2021-22,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.25,2021,Muy alta
2021-22,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,4.52,2021,Alta
2021-22,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,8.14,2021,Muy alta
2021-22,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.45,2021,Muy alta
2021-22,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.25,2021,Muy alta
2021-22,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,7.14,2021,Muy alta
2021-22,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,5.58,2021,Muy alta
2021-22,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,5.51,2021,Muy alta
2021-22,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,7.19,2021,Muy alta
2021-22,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,9.58,2021,Muy alta
2021-22,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,3.47,2021,Baja
2021-22,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.87,2021,Muy alta
2021-22,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",5.0,2021,Alta
2021-22,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",6.74,2021,Muy alta
2021-22,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,3.46,2021,Baja
2021-22,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,5.68,2021,Muy alta
2021-22,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,6.75,2021,Muy alta
2021-22,4316840,MÁSTER UNIVERSITARIO EN MEJORA GENÉTICA VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.89,2021,Alta
2022-23,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,6.83,2022,Muy alta
2022-23,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,5.48,2022,Alta
2022-23,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,3.97,2022,Media
2022-23,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,3.95,2022,Media
2022-23,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,5.33,2022,Alta
2022-23,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA DEL DISEÑO,5.84,2022,Muy alta
2022-23,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,3.75,2022,Media
2022-23,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,2.66,2022,Baja
2022-23,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,4.82,2022,Alta
2022-23,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.6,2022,Muy alta
2022-23,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.98,2022,Muy alta
2022-23,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,6.09,2022,Muy alta
2022-23,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,6.92,2022,Muy alta
2022-23,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA DEL DISEÑO,6.46,2022,Muy alta
2022-23,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.17,2022,Muy alta
2022-23,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.89,2022,Muy alta
2022-23,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA DEL DISEÑO,7.27,2022,Muy alta
2022-23,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA DEL DISEÑO,7.65,2022,Muy alta
2022-23,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",5.49,2022,Alta
2022-23,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,7.7,2022,Muy alta
2022-23,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,6.63,2022,Muy alta
2022-23,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.33,2022,Alta
2022-23,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.36,2022,Muy alta
2022-23,2501661,GRADO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,8.3,2022,Muy alta
2022-23,2501662,GRADO EN INGENIERÍA QUÍMICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.28,2022,Muy alta
2022-23,2501662,GRADO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,5.76,2022,Muy alta
2022-23,2501663,"GRADO EN INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN, SONIDO E IMAGEN",ESCUELA POLITECNICA SUPERIOR DE GANDIA,6.96,2022,Muy alta
2022-23,2502182,GRADO EN INGENIERÍA MECÁNICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.7,2022,Muy alta
2022-23,2502182,GRADO EN INGENIERÍA MECÁNICA,E.T.S. DE INGENIERIA DEL DISEÑO,6.06,2022,Muy alta
2022-23,2502405,GRADO EN INGENIERÍA DE OBRAS PÚBLICAS,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",6.93,2022,Muy alta
2022-23,2502407,GRADO EN INGENIERÍA DE TECNOLOGÍAS Y SERVICIOS DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,6.92,2022,Muy alta
2022-23,2502507,GRADO EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.53,2022,Muy alta
2022-23,2502660,GRADO EN INGENIERÍA DE LA ENERGÍA,E.T.S.I. INDUSTRIALES,7.16,2022,Muy alta
2022-23,2502731,GRADO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,6.22,2022,Muy alta
2022-23,2503025,GRADO EN FUNDAMENTOS DE LA ARQUITECTURA,E.T.S. DE ARQUITECTURA,5.88,2022,Muy alta
2022-23,4310279,MÁSTER UNIVERSITARIO EN COMPUTACIÓN EN LA NUBE Y DE ALTAS PRESTACIONES / CLOUD AND HIGH-PERFORMANCE COMPUTING,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.75,2022,Muy alta
2022-23,4310280,MÁSTER UNIVERSITARIO EN EDIFICACIÓN,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,5.24,2022,Alta
2022-23,4310282,MÁSTER UNIVERSITARIO EN INGENIERÍA ACÚSTICA,ESCUELA POLITECNICA SUPERIOR DE GANDIA,3.79,2022,Media
2022-23,4310284,MÁSTER UNIVERSITARIO EN INGENIERÍA DE COMPUTADORES Y REDES,UNIDAD DE MÁSTERES UNIVERSITARIOS,7.5,2022,Muy alta
2022-23,4310288,"MÁSTER UNIVERSITARIO EN TRANSPORTE, TERRITORIO Y URBANISMO","E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.09,2022,Muy alta
2022-23,4310468,MÁSTER UNIVERSITARIO EN SANIDAD Y PRODUCCIÓN VEGETAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,5.22,2022,Alta
2022-23,4310569,"MÁSTER UNIVERSITARIO EN INGENIERÍA AVANZADA DE PRODUCCIÓN, LOGÍSTICA Y CADENA DE SUMINISTRO",E.T.S.I. INDUSTRIALES,6.8,2022,Muy alta
2022-23,4310809,MÁSTER UNIVERSITARIO EN ARTES VISUALES Y MULTIMEDIA,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.42,2022,Media
2022-23,4310813,"MÁSTER UNIVERSITARIO EN GESTIÓN DE EMPRESAS, PRODUCTOS Y SERVICIOS",FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,6.3,2022,Muy alta
2022-23,4310814,MÁSTER UNIVERSITARIO EN DIRECCIÓN FINANCIERA Y FISCAL,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,6.63,2022,Muy alta
2022-23,4310898,MÁSTER UNIVERSITARIO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,E.T.S.I. INDUSTRIALES,5.36,2022,Alta
2022-23,4310960,MÁSTER UNIVERSITARIO EN GESTIÓN CULTURAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,5.83,2022,Muy alta
2022-23,4310963,"MÁSTER UNIVERSITARIO EN ARQUITECTURA AVANZADA, PAISAJE, URBANISMO Y DISEÑO",E.T.S. DE ARQUITECTURA,5.88,2022,Muy alta
2022-23,4310964,MÁSTER UNIVERSITARIO EN AUTOMÁTICA E INFORMÁTICA INDUSTRIAL,UNIDAD DE MÁSTERES UNIVERSITARIOS,5.88,2022,Muy alta
2022-23,4310965,MÁSTER UNIVERSITARIO EN CIENCIA E INGENIERÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.67,2022,Muy alta
2022-23,4310966,MÁSTER UNIVERSITARIO EN CONSERVACIÓN DEL PATRIMONIO ARQUITECTÓNICO,E.T.S. DE ARQUITECTURA,4.52,2022,Alta
2022-23,4310967,MÁSTER UNIVERSITARIO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,2.48,2022,Baja
2022-23,4310968,MÁSTER UNIVERSITARIO EN CONSTRUCCIONES E INSTALACIONES INDUSTRIALES,E.T.S.I. INDUSTRIALES,9.38,2022,Muy alta
2022-23,4310969,MÁSTER UNIVERSITARIO EN DISEÑO Y FABRICACIÓN INTEGRADA ASISTIDOS POR COMPUTADOR,E.T.S. DE INGENIERIA DEL DISEÑO,6.59,2022,Muy alta
2022-23,4310971,MÁSTER UNIVERSITARIO EN INGENIERÍA DE SISTEMAS ELECTRÓNICOS,E.T.S.I. DE TELECOMUNICACIÓN,6.25,2022,Muy alta
2022-23,4310972,MÁSTER UNIVERSITARIO EN INGENIERÍA Y TECNOLOGÍA DE SISTEMAS SOFTWARE,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.11,2022,Muy alta
2022-23,4310973,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL DISEÑO,E.T.S. DE INGENIERIA DEL DISEÑO,4.33,2022,Media
2022-23,4310974,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL HORMIGÓN,UNIDAD DE MÁSTERES UNIVERSITARIOS,3.33,2022,Baja
2022-23,4310975,MÁSTER UNIVERSITARIO EN INGENIERÍA DEL MANTENIMIENTO,E.T.S. DE INGENIERIA DEL DISEÑO,5.56,2022,Muy alta
2022-23,4310976,MÁSTER UNIVERSITARIO EN PLANIFICACIÓN Y GESTIÓN EN INGENIERÍA CIVIL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.03,2022,Muy alta
2022-23,4310977,MÁSTER UNIVERSITARIO EN INGENIERÍA HIDRÁULICA Y MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.52,2022,Muy alta
2022-23,4310978,MÁSTER UNIVERSITARIO EN INGENIERÍA MECÁNICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.79,2022,Muy alta
2022-23,4310979,"MÁSTER UNIVERSITARIO EN INTELIGENCIA ARTIFICIAL, RECONOCIMIENTO DE FORMAS E IMAGEN DIGITAL",UNIDAD DE MÁSTERES UNIVERSITARIOS,7.76,2022,Muy alta
2022-23,4310980,MÁSTER UNIVERSITARIO EN SISTEMAS PROPULSIVOS PARA UNA MOVILIDAD SOSTENIBLE,UNIDAD DE MÁSTERES UNIVERSITARIOS,7.27,2022,Muy alta
2022-23,4310981,MÁSTER UNIVERSITARIO EN TECNOLOGÍA ENERGÉTICA PARA DESARROLLO SOSTENIBLE,E.T.S.I. INDUSTRIALES,7.45,2022,Muy alta
2022-23,4310982,"MÁSTER UNIVERSITARIO EN TECNOLOGÍAS, SISTEMAS Y REDES DE COMUNICACIONES",E.T.S.I. DE TELECOMUNICACIÓN,5.19,2022,Alta
2022-23,4311602,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA BIOMÉDICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,5.35,2022,Alta
2022-23,4311603,MÁSTER UNIVERSITARIO EN BIOTECNOLOGÍA MOLECULAR Y CELULAR DE PLANTAS,UNIDAD DE MÁSTERES UNIVERSITARIOS,3.52,2022,Media
2022-23,4311604,MÁSTER UNIVERSITARIO EN ECONOMÍA AGROALIMENTARIA Y DEL MEDIO AMBIENTE,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.02,2022,Muy alta
2022-23,4311605,MÁSTER UNIVERSITARIO EN GESTIÓN DE LA SEGURIDAD Y CALIDAD ALIMENTARIA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.08,2022,Muy alta
2022-23,4311606,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE ANÁLISIS DE DATOS, MEJORA DE PROCESOS Y TOMA DE DECISIONES",UNIDAD DE MÁSTERES UNIVERSITARIOS,6.25,2022,Muy alta
2022-23,4311609,MÁSTER UNIVERSITARIO EN LENGUAS Y TECNOLOGÍA,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.89,2022,Muy alta
2022-23,4311612,MÁSTER UNIVERSITARIO EN POSTPRODUCCIÓN DIGITAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,4.62,2022,Alta
2022-23,4311613,MÁSTER UNIVERSITARIO EN PREVENCIÓN DE RIESGOS LABORALES,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.76,2022,Muy alta
2022-23,4311614,MÁSTER UNIVERSITARIO EN PRODUCCIÓN ARTÍSTICA,FACULTAD DE BELLAS ARTES,4.67,2022,Alta
2022-23,4311725,MÁSTER UNIVERSITARIO EN COOPERACIÓN AL DESARROLLO,UNIDAD DE MÁSTERES UNIVERSITARIOS,4.32,2022,Media
2022-23,4311726,MÁSTER UNIVERSITARIO EN INGENIERÍA AMBIENTAL,"E.T.S.I. CAMINOS, CANALES Y PUERTOS",7.08,2022,Muy alta
2022-23,4312033,MÁSTER UNIVERSITARIO EN ACUICULTURA,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.67,2022,Muy alta
2022-23,4312991,MÁSTER UNIVERSITARIO EN EVALUACIÓN Y SEGUIMIENTO AMBIENTAL DE ECOSISTEMAS MARINOS Y COSTEROS,ESCUELA POLITECNICA SUPERIOR DE GANDIA,1.46,2022,Muy baja
2022-23,4313930,MÁSTER UNIVERSITARIO EN INVESTIGACIÓN MATEMÁTICA,UNIDAD DE MÁSTERES UNIVERSITARIOS,8.33,2022,Muy alta
2022-23,4314065,"MÁSTER UNIVERSITARIO EN INGENIERÍA, PROCESADO Y CARACTERIZACIÓN DE MATERIALES",E. POLITÉCNICA SUPERIOR DE ALCOY,5.79,2022,Muy alta
2022-23,4314067,MÁSTER UNIVERSITARIO EN INGENIERÍA MECATRÓNICA,E.T.S. DE INGENIERIA DEL DISEÑO,6.85,2022,Muy alta
2022-23,4314071,MÁSTER UNIVERSITARIO EN INGENIERÍA DE ORGANIZACIÓN Y LOGÍSTICA,E. POLITÉCNICA SUPERIOR DE ALCOY,7.5,2022,Muy alta
2022-23,4314473,MÁSTER UNIVERSITARIO EN INGENIERÍA DE MONTES,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,4.23,2022,Media
2022-23,4314518,MÁSTER UNIVERSITARIO EN INGENIERÍA DE TELECOMUNICACIÓN,E.T.S.I. DE TELECOMUNICACIÓN,6.86,2022,Muy alta
2022-23,4314521,MÁSTER UNIVERSITARIO EN INGENIERÍA AERONÁUTICA,E.T.S. DE INGENIERIA DEL DISEÑO,6.56,2022,Muy alta
2022-23,4314523,MÁSTER UNIVERSITARIO EN INGENIERÍA QUÍMICA,E.T.S.I. INDUSTRIALES,3.92,2022,Media
2022-23,4314524,MÁSTER UNIVERSITARIO EN INGENIERÍA INDUSTRIAL,E.T.S.I. INDUSTRIALES,7.03,2022,Muy alta
2022-23,4314526,MÁSTER UNIVERSITARIO EN INGENIERÍA INFORMÁTICA,E.T.S. DE INGENIERÍA INFORMÁTICA,7.91,2022,Muy alta
2022-23,4314528,MÁSTER UNIVERSITARIO EN ENOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,3.75,2022,Media
2022-23,4314529,MÁSTER UNIVERSITARIO EN INGENIERÍA AGRONÓMICA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.51,2022,Muy alta
2022-23,4314646,MÁSTER UNIVERSITARIO EN INGENIERÍA GEOMÁTICA Y GEOINFORMACIÓN,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",5.68,2022,Muy alta
2022-23,4314647,"MÁSTER UNIVERSITARIO EN INGENIERÍA DE CAMINOS, CANALES Y PUERTOS","E.T.S.I. CAMINOS, CANALES Y PUERTOS",5.97,2022,Muy alta
2022-23,4314825,MÁSTER UNIVERSITARIO EN DIRECCIÓN DE EMPRESAS (MBA),E. POLITÉCNICA SUPERIOR DE ALCOY,5.48,2022,Alta
2022-23,4315002,MÁSTER UNIVERSITARIO EN INGENIERÍA TEXTIL,E. POLITÉCNICA SUPERIOR DE ALCOY,8.13,2022,Muy alta
2022-23,4315070,MÁSTER UNIVERSITARIO EN ARQUITECTURA,E.T.S. DE ARQUITECTURA,5.21,2022,Alta
2022-23,4315739,MÁSTER UNIVERSITARIO EN ARQUITECTURA DEL PAISAJE,E.T.S. DE ARQUITECTURA,2.5,2022,Baja
2022-23,4315921,MÁSTER UNIVERSITARIO EN INGENIERÍA BIOMÉDICA,E.T.S.I. INDUSTRIALES,6.94,2022,Muy alta
2022-23,4315941,MÁSTER UNIVERSITARIO ERASMUS MUNDUS EN SANIDAD VEGETAL EN AGRICULTURA SOSTENIBLE/ EUROPEAN MASTER DEGREE IN PLANT HEALTH IN SUSTAINABLE CROPPING SYSTEMS,UNIDAD DE MÁSTERES UNIVERSITARIOS,6.25,2022,Muy alta
2022-23,4316135,MÁSTER UNIVERSITARIO EN GESTIÓN ADMINISTRATIVA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,3.21,2022,Baja
2023-24,2500739,GRADO EN ARQUITECTURA TÉCNICA,E.T.S. DE INGENIERÍA DE EDIFICACIÓN,6.65,2023,Muy alta
2023-24,2500801,GRADO EN CIENCIAS AMBIENTALES,ESCUELA POLITECNICA SUPERIOR DE GANDIA,4.52,2023,Alta
2023-24,2501354,GRADO EN COMUNICACIÓN AUDIOVISUAL,ESCUELA POLITECNICA SUPERIOR DE GANDIA,5.21,2023,Alta
2023-24,2501355,GRADO EN TURISMO,ESCUELA POLITECNICA SUPERIOR DE GANDIA,5.0,2023,Alta
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E. POLITÉCNICA SUPERIOR DE ALCOY,4.83,2023,Alta
2023-24,2501356,GRADO EN INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DE PRODUCTOS,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,4.56,2023,Alta
2023-24,2501484,GRADO EN BELLAS ARTES,FACULTAD DE BELLAS ARTES,3.96,2023,Media
2023-24,2501485,GRADO EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,FACULTAD DE BELLAS ARTES,2.41,2023,Baja
2023-24,2501486,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,6.24,2023,Muy alta
2023-24,2501649,GRADO EN BIOTECNOLOGÍA,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.56,2023,Muy alta
2023-24,2501650,GRADO EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,5.88,2023,Muy alta
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,E. POLITÉCNICA SUPERIOR DE ALCOY,4.84,2023,Alta
2023-24,2501651,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,7.08,2023,Muy alta
2023-24,2501653,GRADO EN INGENIERÍA AEROESPACIAL,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,6.51,2023,Muy alta
2023-24,2501654,GRADO EN INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,6.26,2023,Muy alta
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E. POLITÉCNICA SUPERIOR DE ALCOY,6.49,2023,Muy alta
2023-24,2501655,GRADO EN INGENIERÍA ELÉCTRICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,7.19,2023,Muy alta
2023-24,2501656,GRADO EN INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,E.T.S. DE INGENIERIA AEROESPACIAL Y DISEÑO INDUSTRIAL,6.78,2023,Muy alta
2023-24,2501657,GRADO EN INGENIERÍA GEOMÁTICA Y TOPOGRAFÍA,"E.T.S.I. GEODESICA, CARTOGRAFICA Y TOP.",7.02,2023,Muy alta
2023-24,2501658,GRADO EN INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL,E.T.S.I. INDUSTRIALES,7.93,2023,Muy alta
2023-24,2501659,GRADO EN INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,E.T.S.I. INDUSTRIALES,6.95,2023,Muy alta
2023-24,2501660,GRADO EN INGENIERÍA FORESTAL Y DEL MEDIO NATURAL,E.T.S.I. AGRONÓMICA Y DEL MEDIO NATURAL,4.3,2023,Media
